transaction_id,customer_id,purchase_date,subtotal,discount_used,discount_percent,total_spent
5756,645,2026-04-18,128.06,0,0.0,128.06
5757,645,2026-05-10,72.19,0,0.0,72.19
5758,645,2026-05-16,52.02,0,0.0,52.02
5759,645,2026-05-18,73.43,1,0.11,65.19
5760,645,2026-05-28,87.45,1,0.35,57.19
5761,645,2026-06-17,86.26,0,0.0,86.26
5762,645,2026-07-19,69.29,1,0.33,46.16
5763,645,2026-07-29,95.76,0,0.0,95.76
5764,645,2026-08-17,104.08,0,0.0,104.08
5765,646,2025-03-20,95.13,1,0.34,62.46
5766,646,2025-05-30,51.86,1,0.29,36.86
5767,646,2025-06-29,91.78,0,0.0,91.78
5768,646,2025-10-07,59.42,0,0.0,59.42
5769,646,2025-10-23,81.44,1,0.37,51.48
5770,646,2025-10-25,96.9,0,0.0,96.9
5771,646,2025-10-31,55.74,1,0.34,36.88
5772,646,2025-11-18,81.24,1,0.23,62.89
5773,646,2026-01-15,25.08,0,0.0,25.08
5774,646,2026-02-15,76.24,1,0.22,59.44
5775,646,2026-04-02,75.49,0,0.0,75.49
5776,646,2026-04-05,66.77,0,0.0,66.77
5777,646,2026-04-07,19.19,1,0.31,13.17
5778,646,2026-04-21,44.77,1,0.13,39.01
5779,646,2026-07-10,68.33,1,0.3,48.14
5780,647,2025-10-09,51.3,1,0.2,41.07
5781,647,2026-01-20,32.08,1,0.11,28.5
5782,647,2026-02-03,51.0,1,0.36,32.57
5783,647,2026-04-21,27.47,1,0.12,24.04
5784,647,2026-04-22,54.5,1,0.12,47.7
5785,647,2026-09-01,66.84,1,0.36,42.59
5786,648,2026-05-11,80.24,0,0.0,80.24
5787,648,2026-06-07,56.59,1,0.38,35.01
5788,648,2026-08-09,78.22,1,0.27,57.49
5789,649,2025-03-02,75.11,0,0.0,75.11
5790,649,2025-04-30,131.16,1,0.25,98.17
5791,649,2025-05-29,44.04,0,0.0,44.04
5792,649,2025-06-15,13.97,1,0.3,9.84
5793,649,2025-10-04,104.12,0,0.0,104.12
5794,649,2025-10-23,49.64,0,0.0,49.64
5795,649,2025-11-08,53.85,0,0.0,53.85
5796,649,2025-12-06,32.89,1,0.23,25.47
5797,649,2026-01-18,66.51,1,0.34,43.6
5798,649,2026-01-24,48.54,1,0.38,29.87
5799,649,2026-01-28,114.99,1,0.16,96.92
5800,649,2026-01-31,52.97,0,0.0,52.97
5801,649,2026-04-22,110.43,0,0.0,110.43
5802,649,2026-05-07,62.86,0,0.0,62.86
5803,649,2026-05-14,99.68,0,0.0,99.68
5804,649,2026-06-05,86.99,0,0.0,86.99
5805,650,2025-11-11,44.53,1,0.34,29.18
5806,650,2026-03-24,11.67,1,0.37,7.39
5807,651,2025-05-14,136.01,0,0.0,136.01
5808,651,2025-05-23,158.89,1,0.13,138.28
5809,651,2025-06-17,141.66,1,0.16,119.22
5810,651,2025-10-22,88.62,0,0.0,88.62
5811,651,2025-11-11,99.36,0,0.0,99.36
5812,651,2025-11-19,131.41,0,0.0,131.41
5813,651,2025-11-23,124.66,0,0.0,124.66
5814,651,2025-12-05,95.83,0,0.0,95.83
5815,651,2026-02-14,109.55,0,0.0,109.55
5816,651,2026-03-04,165.45,1,0.38,103.37
5817,651,2026-03-07,106.07,0,0.0,106.07
5818,651,2026-03-11,149.99,0,0.0,149.99
5819,651,2026-03-22,126.89,0,0.0,126.89
5820,651,2026-04-10,97.3,0,0.0,97.3
5821,651,2026-06-22,88.99,0,0.0,88.99
5822,651,2026-06-28,130.68,0,0.0,130.68
5823,651,2026-07-15,139.7,0,0.0,139.7
5824,651,2026-07-28,55.14,0,0.0,55.14
5825,652,2025-05-23,66.95,0,0.0,66.95
5826,652,2025-05-24,63.4,1,0.37,40.02
5827,652,2025-08-06,38.95,0,0.0,38.95
5828,652,2025-11-07,73.49,1,0.29,51.87
5829,652,2025-12-12,65.15,0,0.0,65.15
5830,652,2026-03-11,91.81,0,0.0,91.81
5831,652,2026-05-06,31.45,0,0.0,31.45
5832,652,2026-07-06,125.7,1,0.24,95.51
5833,653,2026-01-13,88.49,0,0.0,88.49
5834,653,2026-01-15,68.15,0,0.0,68.15
5835,653,2026-01-17,149.05,0,0.0,149.05
5836,653,2026-02-16,167.44,1,0.25,125.45
5837,653,2026-03-24,131.92,0,0.0,131.92
5838,653,2026-04-10,129.89,0,0.0,129.89
5839,653,2026-04-19,114.59,0,0.0,114.59
5840,653,2026-05-16,213.89,1,0.26,157.83
5841,653,2026-05-29,187.5,1,0.32,126.63
5842,653,2026-06-08,80.0,1,0.21,63.4
5843,653,2026-07-11,62.58,0,0.0,62.58
5844,653,2026-09-03,182.9,0,0.0,182.9
5845,653,2026-09-06,99.08,0,0.0,99.08
5846,653,2026-09-21,59.05,0,0.0,59.05
5847,653,2026-09-23,150.76,0,0.0,150.76
5848,654,2025-12-08,28.07,1,0.34,18.43
5849,654,2026-01-14,48.7,0,0.0,48.7
5850,654,2026-02-01,55.0,0,0.0,55.0
5851,654,2026-02-04,59.11,0,0.0,59.11
5852,654,2026-06-17,27.95,0,0.0,27.95
5853,655,2025-04-17,58.14,0,0.0,58.14
5854,655,2025-06-07,55.72,0,0.0,55.72
5855,655,2025-07-25,33.73,0,0.0,33.73
5856,655,2025-12-18,56.89,0,0.0,56.89
5857,655,2026-01-13,88.54,1,0.14,76.39
5858,655,2026-02-14,60.34,0,0.0,60.34
5859,655,2026-04-13,52.9,1,0.1,47.37
5860,655,2026-04-18,111.48,1,0.3,78.04
5861,655,2026-05-18,111.24,1,0.25,83.66
5862,655,2026-08-07,96.22,1,0.39,58.95
5863,657,2025-02-12,136.46,0,0.0,136.46
5864,657,2025-02-16,85.43,0,0.0,85.43
5865,657,2025-02-20,120.11,0,0.0,120.11
5866,657,2025-04-07,111.11,0,0.0,111.11
5867,657,2025-05-06,100.26,1,0.2,80.48
5868,657,2025-05-27,175.05,0,0.0,175.05
5869,657,2025-05-30,174.35,1,0.13,151.26
5870,657,2025-06-03,174.9,0,0.0,174.9
5871,657,2025-09-11,97.01,0,0.0,97.01
5872,657,2025-11-10,163.92,0,0.0,163.92
5873,657,2025-12-03,131.31,0,0.0,131.31
5874,657,2025-12-04,76.79,0,0.0,76.79
5875,657,2025-12-12,136.19,0,0.0,136.19
5876,657,2025-12-23,130.87,1,0.11,116.33
5877,657,2025-12-27,137.05,0,0.0,137.05
5878,657,2025-12-29,126.02,0,0.0,126.02
5879,657,2026-01-05,189.79,1,0.28,137.0
5880,657,2026-01-19,123.11,0,0.0,123.11
5881,657,2026-02-02,136.15,0,0.0,136.15
5882,657,2026-02-11,171.33,1,0.11,152.98
5883,657,2026-02-17,124.56,0,0.0,124.56
5884,657,2026-03-06,83.48,0,0.0,83.48
5885,657,2026-04-04,83.06,0,0.0,83.06
5886,657,2026-04-11,158.94,0,0.0,158.94
5887,657,2026-04-12,157.61,0,0.0,157.61
5888,657,2026-04-28,93.31,1,0.17,77.18
5889,657,2026-05-05,82.79,0,0.0,82.79
5890,657,2026-05-25,182.36,1,0.16,153.67
5891,657,2026-05-30,112.55,1,0.3,78.56
5892,658,2025-03-07,61.92,1,0.34,41.17
5893,658,2025-04-24,131.14,1,0.3,92.3
5894,658,2025-05-27,83.18,1,0.1,74.7
5895,658,2025-12-01,60.0,0,0.0,60.0
5896,658,2026-01-13,97.7,0,0.0,97.7
5897,658,2026-01-23,54.23,1,0.34,35.95
5898,658,2026-02-11,61.22,1,0.12,54.03
5899,658,2026-03-04,103.8,0,0.0,103.8
5900,658,2026-05-16,77.93,0,0.0,77.93
5901,660,2025-11-20,75.61,1,0.39,46.34
5902,660,2025-12-07,115.08,0,0.0,115.08
5903,660,2026-03-24,29.08,0,0.0,29.08
5904,660,2026-04-23,109.06,1,0.28,78.52
5905,660,2026-05-16,85.49,0,0.0,85.49
5906,660,2026-06-08,113.38,0,0.0,113.38
5907,660,2026-06-13,10.0,0,0.0,10.0
5908,661,2025-03-21,61.94,0,0.0,61.94
5909,661,2025-03-22,85.79,0,0.0,85.79
5910,661,2025-04-08,88.42,1,0.25,66.56
5911,661,2025-05-01,59.25,1,0.39,36.09
5912,661,2025-06-01,81.05,0,0.0,81.05
5913,661,2025-06-18,84.89,0,0.0,84.89
5914,661,2025-11-27,41.3,0,0.0,41.3
5915,661,2025-12-08,89.97,0,0.0,89.97
5916,661,2025-12-09,71.27,1,0.29,50.92
5917,661,2026-01-31,96.05,0,0.0,96.05
5918,661,2026-02-09,30.97,0,0.0,30.97
5919,661,2026-03-02,71.87,0,0.0,71.87
5920,661,2026-03-08,61.17,0,0.0,61.17
5921,661,2026-04-17,70.39,1,0.17,58.16
5922,661,2026-05-28,86.05,0,0.0,86.05
5923,661,2026-06-04,57.4,1,0.11,51.1
5924,662,2025-10-04,69.94,1,0.2,56.26
5925,662,2026-01-07,41.08,1,0.29,29.18
5926,662,2026-03-05,100.39,0,0.0,100.39
5927,662,2026-05-19,34.41,0,0.0,34.41
5928,662,2026-09-11,56.63,0,0.0,56.63
5929,663,2025-11-20,53.87,1,0.12,47.25
5930,663,2025-12-29,112.37,1,0.17,93.29
5931,663,2026-01-23,141.01,0,0.0,141.01
5932,663,2026-04-22,99.18,0,0.0,99.18
5933,664,2025-05-09,83.34,0,0.0,83.34
5934,664,2025-05-10,98.69,0,0.0,98.69
5935,664,2025-05-15,107.88,1,0.38,67.3
5936,664,2025-06-02,133.77,0,0.0,133.77
5937,664,2025-06-07,63.69,0,0.0,63.69
5938,664,2025-11-30,49.89,1,0.26,37.12
5939,664,2025-12-08,65.98,0,0.0,65.98
5940,664,2025-12-19,76.04,1,0.28,54.42
5941,664,2026-03-05,20.7,0,0.0,20.7
5942,664,2026-04-15,100.76,0,0.0,100.76
5943,664,2026-05-14,44.3,1,0.3,30.99
5944,664,2026-05-17,68.25,0,0.0,68.25
5945,664,2026-06-26,111.53,1,0.16,93.71
5946,665,2026-01-26,42.15,1,0.27,30.8
5947,665,2026-05-16,10.0,0,0.0,10.0
5948,665,2026-05-21,39.62,1,0.29,28.24
5949,665,2026-06-11,80.05,1,0.37,50.56
5950,666,2026-02-05,25.19,0,0.0,25.19
5951,666,2026-02-15,61.2,1,0.1,54.87
5952,666,2026-03-02,25.15,1,0.4,15.1
5953,666,2026-03-09,10.0,1,0.19,8.1
5954,666,2026-07-24,78.9,1,0.15,66.88
5955,667,2025-04-15,68.61,1,0.37,43.17
5956,667,2025-05-06,78.71,1,0.16,65.88
5957,667,2025-10-24,131.0,1,0.35,85.64
5958,667,2025-12-02,19.07,1,0.19,15.45
5959,667,2025-12-14,138.84,0,0.0,138.84
5960,667,2026-01-27,158.12,1,0.32,107.25
5961,667,2026-02-13,68.23,1,0.12,60.35
5962,667,2026-04-25,66.84,0,0.0,66.84
5963,667,2026-05-03,70.93,0,0.0,70.93
5964,667,2026-06-14,90.84,1,0.3,63.14
5965,668,2026-06-16,118.66,0,0.0,118.66
5966,668,2026-06-23,61.46,0,0.0,61.46
5967,668,2026-06-30,120.89,1,0.25,90.43
5968,668,2026-08-05,22.53,0,0.0,22.53
5969,669,2025-09-29,122.89,0,0.0,122.89
5970,669,2025-10-21,110.87,1,0.31,75.96
5971,669,2025-11-02,87.83,0,0.0,87.83
5972,669,2025-12-10,129.03,0,0.0,129.03
5973,669,2025-12-12,93.89,0,0.0,93.89
5974,669,2025-12-13,57.01,0,0.0,57.01
5975,669,2026-01-30,68.25,1,0.21,54.06
5976,669,2026-02-22,61.45,0,0.0,61.45
5977,669,2026-04-29,133.89,0,0.0,133.89
5978,669,2026-05-28,82.45,1,0.33,54.95
5979,669,2026-07-19,96.39,1,0.13,84.07
5980,669,2026-09-22,32.39,0,0.0,32.39
5981,670,2026-09-20,155.7,0,0.0,155.7
5982,671,2025-04-02,11.83,1,0.23,9.14
5983,671,2025-04-20,86.8,1,0.37,54.72
5984,671,2025-11-25,28.54,0,0.0,28.54
5985,671,2026-01-11,39.66,1,0.34,26.28
5986,671,2026-03-24,69.07,0,0.0,69.07
5987,671,2026-04-17,59.59,1,0.31,40.99
5988,671,2026-05-31,82.83,0,0.0,82.83
5989,671,2026-06-10,65.38,0,0.0,65.38
5990,672,2025-06-12,24.98,1,0.27,18.25
5991,672,2025-12-13,54.73,1,0.2,43.72
5992,672,2026-02-13,71.57,1,0.16,60.44
5993,672,2026-04-24,44.59,1,0.25,33.25
5994,672,2026-06-04,89.27,0,0.0,89.27
5995,673,2026-04-29,171.14,0,0.0,171.14
5996,673,2026-05-22,104.05,0,0.0,104.05
5997,673,2026-05-25,147.62,0,0.0,147.62
5998,673,2026-06-06,108.4,0,0.0,108.4
5999,673,2026-06-14,90.42,0,0.0,90.42
6000,673,2026-08-27,168.11,0,0.0,168.11
6001,673,2026-09-08,141.41,0,0.0,141.41
6002,673,2026-09-13,144.05,1,0.32,97.59
6003,675,2025-04-13,72.95,0,0.0,72.95
6004,675,2025-05-09,20.5,1,0.12,18.03
6005,675,2025-05-12,87.57,0,0.0,87.57
6006,675,2025-06-14,77.19,0,0.0,77.19
6007,675,2025-10-16,95.16,1,0.38,58.53
6008,675,2025-10-21,57.99,0,0.0,57.99
6009,675,2025-10-31,79.25,0,0.0,79.25
6010,675,2025-11-12,138.22,0,0.0,138.22
6011,675,2025-12-08,90.02,0,0.0,90.02
6012,675,2025-12-17,81.12,1,0.23,62.07
6013,675,2026-01-03,92.61,1,0.23,71.46
6014,675,2026-02-27,85.57,1,0.19,69.09
6015,675,2026-03-14,53.02,1,0.22,41.35
6016,675,2026-04-05,100.02,1,0.38,62.3
6017,675,2026-05-22,93.0,0,0.0,93.0
6018,675,2026-06-03,91.17,0,0.0,91.17
6019,675,2026-06-10,43.02,0,0.0,43.02
6020,677,2025-02-22,116.92,1,0.13,101.29
6021,677,2025-03-12,103.32,0,0.0,103.32
6022,677,2025-03-18,43.0,1,0.16,36.25
6023,677,2025-04-11,22.19,0,0.0,22.19
6024,677,2025-04-30,64.96,0,0.0,64.96
6025,677,2025-05-11,122.59,1,0.23,93.85
6026,677,2025-05-30,71.77,1,0.14,61.91
6027,677,2025-06-09,21.1,0,0.0,21.1
6028,677,2025-06-14,62.88,0,0.0,62.88
6029,677,2025-10-03,58.56,0,0.0,58.56
6030,677,2025-12-21,92.4,0,0.0,92.4
6031,677,2026-01-29,55.73,0,0.0,55.73
6032,677,2026-02-08,93.18,0,0.0,93.18
6033,677,2026-03-17,64.71,0,0.0,64.71
6034,677,2026-03-30,35.5,1,0.36,22.86
6035,677,2026-04-05,75.13,0,0.0,75.13
6036,677,2026-04-20,32.55,0,0.0,32.55
6037,677,2026-05-07,22.65,0,0.0,22.65
6038,677,2026-05-30,53.7,1,0.31,37.19
6039,677,2026-06-09,70.51,0,0.0,70.51
6040,677,2026-07-08,89.67,0,0.0,89.67
6041,677,2026-09-26,74.36,0,0.0,74.36
6042,678,2025-11-02,41.76,1,0.11,37.16
6043,678,2026-01-11,63.22,1,0.22,49.5
6044,678,2026-04-22,24.53,0,0.0,24.53
6045,678,2026-05-17,57.09,1,0.12,50.0
6046,679,2025-06-08,75.24,1,0.16,63.41
6047,679,2025-06-10,57.52,0,0.0,57.52
6048,679,2025-06-14,76.38,1,0.39,46.49
6049,679,2025-12-11,22.9,1,0.36,14.71
6050,679,2026-05-04,31.69,1,0.1,28.51
6051,679,2026-05-05,83.75,0,0.0,83.75
6052,680,2026-02-06,114.47,1,0.17,95.18
6053,680,2026-02-19,89.35,0,0.0,89.35
6054,680,2026-03-17,99.76,0,0.0,99.76
6055,680,2026-03-19,57.53,0,0.0,57.53
6056,680,2026-04-28,81.52,0,0.0,81.52
6057,680,2026-05-23,60.76,0,0.0,60.76
6058,681,2026-08-08,122.7,0,0.0,122.7
6059,682,2026-04-18,21.28,0,0.0,21.28
6060,682,2026-05-16,30.1,1,0.19,24.39
6061,682,2026-05-17,71.07,1,0.33,47.53
6062,682,2026-06-07,72.83,0,0.0,72.83
6063,682,2026-09-07,67.09,1,0.11,59.84
6064,683,2026-05-13,37.38,0,0.0,37.38
6065,683,2026-06-02,32.41,1,0.19,26.2
6066,684,2025-04-16,38.01,0,0.0,38.01
6067,684,2025-10-18,45.09,0,0.0,45.09
6068,684,2025-12-12,99.1,1,0.11,87.8
6069,684,2026-01-12,63.88,1,0.31,43.99
6070,684,2026-06-06,47.91,0,0.0,47.91
6071,684,2026-06-26,78.57,0,0.0,78.57
6072,686,2026-08-06,67.4,1,0.29,48.05
6073,686,2026-08-15,87.05,0,0.0,87.05
6074,687,2026-01-25,125.22,0,0.0,125.22
6075,687,2026-01-26,159.39,1,0.37,99.88
6076,687,2026-02-08,182.31,0,0.0,182.31
6077,687,2026-02-09,76.29,0,0.0,76.29
6078,687,2026-02-19,176.8,0,0.0,176.8
6079,687,2026-03-17,61.55,1,0.26,45.41
6080,687,2026-03-31,125.0,0,0.0,125.0
6081,687,2026-04-05,76.58,0,0.0,76.58
6082,687,2026-04-06,139.24,0,0.0,139.24
6083,687,2026-05-01,152.58,0,0.0,152.58
6084,687,2026-05-07,70.13,0,0.0,70.13
6085,687,2026-06-14,101.89,0,0.0,101.89
6086,687,2026-06-15,124.49,0,0.0,124.49
6087,687,2026-09-23,158.46,0,0.0,158.46
6088,688,2026-05-08,107.74,0,0.0,107.74
6089,688,2026-06-24,113.1,0,0.0,113.1
6090,688,2026-07-06,103.18,0,0.0,103.18
6091,689,2026-02-19,133.1,0,0.0,133.1
6092,689,2026-02-22,137.71,1,0.18,112.3
6093,689,2026-02-23,124.99,0,0.0,124.99
6094,689,2026-03-07,205.2,0,0.0,205.2
6095,689,2026-04-05,130.67,1,0.33,87.47
6096,689,2026-04-28,199.12,1,0.19,160.47
6097,689,2026-06-05,250.29,0,0.0,250.29
6098,689,2026-09-27,146.26,0,0.0,146.26
6099,690,2025-12-25,125.99,1,0.1,113.14
6100,690,2026-01-08,166.29,1,0.21,130.99
6101,690,2026-01-30,85.46,0,0.0,85.46
6102,690,2026-02-05,122.25,0,0.0,122.25
6103,690,2026-02-09,178.62,0,0.0,178.62
6104,690,2026-02-10,131.71,1,0.12,115.32
6105,690,2026-02-22,156.4,1,0.36,99.94
6106,690,2026-02-28,137.3,0,0.0,137.3
6107,690,2026-03-08,73.0,0,0.0,73.0
6108,690,2026-03-11,82.8,0,0.0,82.8
6109,690,2026-04-09,88.33,0,0.0,88.33
6110,690,2026-04-17,124.06,0,0.0,124.06
6111,690,2026-05-03,113.84,0,0.0,113.84
6112,690,2026-06-02,111.58,0,0.0,111.58
6113,690,2026-09-27,121.78,0,0.0,121.78
6114,691,2025-10-29,68.82,1,0.28,49.4
6115,691,2025-12-13,68.46,0,0.0,68.46
6116,691,2025-12-18,60.62,0,0.0,60.62
6117,691,2025-12-20,111.74,0,0.0,111.74
6118,691,2026-01-24,78.28,0,0.0,78.28
6119,691,2026-03-01,26.59,1,0.28,19.08
6120,691,2026-03-22,71.65,0,0.0,71.65
6121,691,2026-05-09,72.56,0,0.0,72.56
6122,691,2026-05-16,65.43,0,0.0,65.43
6123,691,2026-08-11,77.0,1,0.32,52.51
6124,692,2026-03-08,10.0,0,0.0,10.0
6125,692,2026-03-11,91.1,0,0.0,91.1
6126,692,2026-03-14,48.88,1,0.22,37.88
6127,692,2026-06-04,19.32,1,0.13,16.77
6128,693,2026-08-16,141.4,0,0.0,141.4
6129,694,2025-10-18,39.59,0,0.0,39.59
6130,694,2025-12-27,65.36,0,0.0,65.36
6131,694,2026-03-14,58.37,0,0.0,58.37
6132,694,2026-04-13,10.0,1,0.35,6.51
6133,694,2026-05-02,51.99,1,0.12,45.93
6134,694,2026-05-30,51.82,1,0.22,40.46
6135,694,2026-08-22,10.0,0,0.0,10.0
6136,695,2026-02-28,39.65,1,0.25,29.8
6137,695,2026-03-18,10.0,0,0.0,10.0
6138,695,2026-04-18,67.77,0,0.0,67.77
6139,695,2026-04-21,51.82,1,0.12,45.72
6140,695,2026-04-25,62.34,0,0.0,62.34
6141,696,2025-02-19,89.15,1,0.1,80.05
6142,696,2025-02-28,64.21,1,0.39,38.98
6143,696,2025-03-02,92.78,0,0.0,92.78
6144,696,2025-04-06,66.42,1,0.13,57.58
6145,696,2025-05-21,125.03,0,0.0,125.03
6146,696,2025-11-21,77.78,1,0.15,66.29
6147,696,2026-01-01,61.6,1,0.28,44.43
6148,696,2026-03-06,40.81,1,0.34,27.07
6149,696,2026-07-07,135.82,1,0.25,102.15
6150,697,2025-10-11,82.37,1,0.29,58.2
6151,697,2025-11-16,46.54,0,0.0,46.54
6152,697,2025-12-10,104.62,0,0.0,104.62
6153,697,2025-12-29,67.57,0,0.0,67.57
6154,697,2026-01-07,89.02,0,0.0,89.02
6155,697,2026-01-18,87.27,1,0.22,68.36
6156,697,2026-02-09,92.41,0,0.0,92.41
6157,697,2026-03-04,101.51,0,0.0,101.51
6158,697,2026-04-14,82.66,0,0.0,82.66
6159,697,2026-04-29,54.22,0,0.0,54.22
6160,697,2026-06-01,45.12,0,0.0,45.12
6161,697,2026-06-02,69.67,0,0.0,69.67
6162,697,2026-09-08,142.91,0,0.0,142.91
6163,698,2026-06-02,67.58,1,0.26,50.08
6164,698,2026-06-11,103.51,0,0.0,103.51
6165,698,2026-06-14,82.44,1,0.26,61.26
6166,698,2026-06-15,29.48,1,0.14,25.37
6167,699,2026-01-28,78.56,0,0.0,78.56
6168,699,2026-02-19,64.92,0,0.0,64.92
6169,699,2026-05-09,160.31,1,0.16,135.36
6170,700,2025-03-24,49.88,1,0.25,37.54
6171,700,2025-04-19,75.96,0,0.0,75.96
6172,700,2026-02-04,83.25,1,0.18,68.48
6173,700,2026-03-12,103.04,0,0.0,103.04
6174,700,2026-05-01,14.92,0,0.0,14.92
6175,700,2026-05-16,92.84,0,0.0,92.84
6176,700,2026-06-06,97.76,1,0.34,64.78
6177,700,2026-06-09,115.93,0,0.0,115.93
6178,700,2026-07-26,81.45,0,0.0,81.45
6179,701,2025-12-30,19.35,1,0.32,13.17
6180,701,2026-01-27,73.61,0,0.0,73.61
6181,701,2026-03-06,72.98,1,0.37,46.13
6182,701,2026-06-20,40.78,1,0.21,32.13
6183,702,2026-05-31,92.42,0,0.0,92.42
6184,703,2025-03-12,104.8,0,0.0,104.8
6185,703,2025-04-20,69.83,0,0.0,69.83
6186,703,2025-05-11,93.65,1,0.35,60.7
6187,703,2025-05-24,118.82,1,0.28,85.45
6188,703,2025-05-31,109.99,0,0.0,109.99
6189,703,2025-07-02,109.0,1,0.21,85.96
6190,703,2025-10-30,103.02,0,0.0,103.02
6191,703,2025-12-02,97.23,0,0.0,97.23
6192,703,2025-12-05,66.46,0,0.0,66.46
6193,703,2025-12-08,72.85,1,0.33,48.95
6194,703,2025-12-13,45.62,0,0.0,45.62
6195,703,2026-01-04,43.87,1,0.15,37.32
6196,703,2026-04-19,104.57,0,0.0,104.57
6197,704,2025-02-24,24.08,0,0.0,24.08
6198,704,2025-02-25,51.32,1,0.28,36.97
6199,704,2025-04-15,62.88,1,0.14,53.97
6200,704,2025-04-23,30.63,0,0.0,30.63
6201,704,2025-05-23,99.46,0,0.0,99.46
6202,704,2025-05-30,66.84,1,0.32,45.76
6203,704,2025-12-17,38.64,0,0.0,38.64
6204,704,2026-02-07,144.59,0,0.0,144.59
6205,704,2026-04-16,70.56,1,0.17,58.67
6206,704,2026-05-07,77.82,0,0.0,77.82
6207,704,2026-05-30,82.78,0,0.0,82.78
6208,704,2026-08-07,87.53,1,0.23,67.72
6209,704,2026-09-09,106.48,0,0.0,106.48
6210,704,2026-09-24,90.12,0,0.0,90.12
6211,705,2025-09-23,79.46,1,0.35,51.75
6212,705,2025-10-04,47.34,1,0.11,41.95
6213,705,2026-01-04,13.57,1,0.34,8.91
6214,705,2026-04-17,40.37,1,0.18,33.13
6215,705,2026-05-31,66.32,1,0.38,41.34
6216,705,2026-06-08,46.3,1,0.25,34.87
6217,706,2026-02-23,101.63,0,0.0,101.63
6218,706,2026-03-18,192.36,1,0.35,124.18
6219,706,2026-03-19,151.01,0,0.0,151.01
6220,706,2026-03-21,98.07,1,0.18,80.33
6221,706,2026-04-02,62.94,0,0.0,62.94
6222,706,2026-04-10,82.01,0,0.0,82.01
6223,706,2026-04-30,167.64,0,0.0,167.64
6224,706,2026-05-01,95.26,1,0.38,59.26
6225,706,2026-06-13,101.03,0,0.0,101.03
6226,706,2026-06-17,83.54,0,0.0,83.54
6227,707,2025-11-08,35.11,1,0.3,24.49
6228,707,2026-04-24,39.09,1,0.39,23.7
6229,707,2026-05-19,39.6,1,0.17,33.02
6230,707,2026-06-21,92.89,1,0.17,76.93
6231,708,2026-06-26,94.29,0,0.0,94.29
6232,708,2026-08-06,138.14,0,0.0,138.14
6233,708,2026-09-01,71.84,1,0.16,60.27
6234,709,2026-06-14,28.51,0,0.0,28.51
6235,709,2026-07-31,117.22,1,0.32,80.16
6236,709,2026-09-16,78.92,0,0.0,78.92
6237,710,2025-12-09,150.89,1,0.16,126.27
6238,710,2025-12-26,185.03,0,0.0,185.03
6239,710,2025-12-30,73.54,0,0.0,73.54
6240,710,2026-01-20,128.07,0,0.0,128.07
6241,710,2026-02-01,146.49,0,0.0,146.49
6242,710,2026-02-24,78.51,1,0.37,49.39
6243,710,2026-04-29,106.57,0,0.0,106.57
6244,710,2026-05-04,102.76,0,0.0,102.76
6245,710,2026-05-08,140.89,0,0.0,140.89
6246,710,2026-05-10,67.75,0,0.0,67.75
6247,710,2026-05-21,75.88,0,0.0,75.88
6248,710,2026-05-31,170.85,0,0.0,170.85
6249,710,2026-06-09,127.68,0,0.0,127.68
6250,710,2026-06-18,103.1,1,0.34,68.12
6251,710,2026-06-24,111.1,0,0.0,111.1
6252,711,2025-12-31,64.89,0,0.0,64.89
6253,711,2026-01-17,31.65,1,0.29,22.41
6254,711,2026-03-08,31.98,1,0.3,22.53
6255,711,2026-03-17,62.54,0,0.0,62.54
6256,711,2026-09-09,107.6,1,0.14,92.54
6257,712,2024-12-01,60.24,1,0.34,39.88
6258,712,2025-10-03,49.55,1,0.4,29.85
6259,712,2025-11-17,59.4,0,0.0,59.4
6260,712,2025-12-13,36.44,0,0.0,36.44
6261,712,2026-02-02,10.0,0,0.0,10.0
6262,713,2026-08-24,61.17,1,0.22,47.71
6263,714,2026-09-14,140.22,0,0.0,140.22
6264,715,2025-10-28,82.72,1,0.37,51.77
6265,715,2025-12-03,104.29,1,0.19,84.53
6266,715,2026-01-30,65.02,1,0.1,58.38
6267,715,2026-03-19,114.44,0,0.0,114.44
6268,715,2026-04-12,89.18,0,0.0,89.18
6269,715,2026-04-22,76.57,1,0.2,61.45
6270,715,2026-05-19,68.07,0,0.0,68.07
6271,715,2026-05-28,96.8,0,0.0,96.8
6272,715,2026-06-09,21.74,0,0.0,21.74
6273,716,2025-11-30,37.35,0,0.0,37.35
6274,716,2026-01-25,75.51,1,0.15,64.43
6275,716,2026-05-05,110.56,0,0.0,110.56
6276,716,2026-07-12,58.87,0,0.0,58.87
6277,716,2026-08-19,59.32,0,0.0,59.32
6278,716,2026-09-16,68.82,1,0.1,61.63
6279,717,2026-04-17,80.25,0,0.0,80.25
6280,717,2026-05-27,65.21,1,0.19,52.72
6281,717,2026-05-30,72.02,0,0.0,72.02
6282,717,2026-08-01,38.4,1,0.21,30.31
6283,717,2026-08-23,39.09,0,0.0,39.09
6284,718,2026-03-01,79.43,0,0.0,79.43
6285,718,2026-04-06,71.62,0,0.0,71.62
6286,718,2026-04-29,82.24,0,0.0,82.24
6287,718,2026-04-30,74.46,0,0.0,74.46
6288,718,2026-05-16,26.94,0,0.0,26.94
6289,718,2026-06-09,46.68,0,0.0,46.68
6290,718,2026-07-29,77.73,0,0.0,77.73
6291,719,2025-04-30,47.31,1,0.36,30.48
6292,719,2025-12-05,10.0,0,0.0,10.0
