customer_id,segment,signup_date,email_signup
993,casual,2026-07-19,1
994,dedicated,2025-02-11,0
995,casual,2026-03-14,0
996,casual,2026-04-17,1
997,other,2025-01-01,0
998,casual,2026-07-06,1
999,casual,2026-02-23,0
1000,casual,2025-06-11,1
1001,casual,2025-09-19,1
1002,dedicated,2025-09-23,1
1003,other,2026-08-02,0
1004,other,2026-09-08,0
1005,casual,2026-05-12,1
1006,casual,2026-01-20,0
1007,casual,2024-12-16,0
1008,other,2026-07-30,0
1009,dedicated,2025-01-06,1
1010,other,2025-01-30,0
1011,other,2024-11-20,0
1012,casual,2026-08-23,0
1013,casual,2025-09-26,1
1014,other,2025-03-22,0
1015,other,2024-11-28,0
1016,other,2025-07-28,0
1017,other,2026-03-13,0
1018,dedicated,2026-09-27,1
1019,casual,2025-11-08,1
1020,dedicated,2025-12-18,0
1021,dedicated,2026-06-03,1
1022,other,2026-07-21,0
1023,casual,2025-04-23,0
1024,casual,2026-09-25,1
1025,other,2025-10-14,1
1026,other,2026-08-11,0
1027,casual,2024-12-25,0
1028,casual,2024-12-11,0
1029,dedicated,2026-07-08,1
1030,casual,2026-02-03,0
1031,casual,2025-02-05,0
1032,other,2026-07-16,1
1033,casual,2024-12-14,0
1034,other,2026-02-11,0
1035,casual,2025-02-27,1
1036,dedicated,2024-11-21,1
1037,casual,2026-05-12,1
1038,dedicated,2026-06-11,1
1039,other,2024-12-17,0
1040,dedicated,2024-12-07,1
1041,casual,2025-12-23,0
1042,casual,2024-10-21,1
1043,casual,2026-03-29,1
1044,casual,2026-07-31,1
1045,other,2026-04-02,1
1046,dedicated,2025-03-18,0
1047,dedicated,2025-02-16,1
1048,casual,2026-02-09,1
1049,casual,2024-11-14,1
1050,casual,2025-10-28,1
1051,dedicated,2025-08-24,1
1052,casual,2026-03-28,0
1053,casual,2025-02-25,1
1054,other,2026-04-10,0
1055,other,2026-02-23,0
1056,casual,2025-03-24,0
1057,casual,2025-06-18,0
1058,casual,2024-11-18,1
1059,other,2025-08-25,0
1060,casual,2025-04-09,0
1061,other,2024-12-22,0
1062,other,2025-11-13,0
1063,casual,2025-11-19,0
1064,other,2024-12-02,1
1065,casual,2025-02-13,0
1066,dedicated,2024-11-30,1
1067,casual,2026-02-08,0
1068,casual,2025-06-04,0
1069,casual,2024-11-21,0
1070,casual,2025-02-17,0
1071,casual,2026-09-13,0
1072,casual,2025-04-05,1
1073,casual,2026-02-12,1
1074,other,2025-09-07,0
1075,dedicated,2025-02-10,1
1076,casual,2025-05-13,1
1077,other,2024-10-11,0
1078,casual,2026-03-30,0
1079,other,2025-06-02,0
1080,other,2025-09-30,1
1081,casual,2025-01-20,0
1082,casual,2026-05-25,1
1083,other,2025-03-09,0
1084,other,2025-11-18,0
1085,casual,2026-06-30,0
1086,casual,2026-03-05,1
1087,casual,2025-12-15,0
1088,casual,2026-07-11,0
1089,other,2025-02-06,1
1090,other,2026-09-04,1
1091,casual,2025-11-11,0
1092,casual,2025-07-27,0
1093,casual,2025-04-05,1
1094,other,2026-03-28,0
1095,casual,2026-09-13,0
1096,dedicated,2026-02-16,1
1097,casual,2024-10-24,0
1098,other,2025-09-08,1
1099,casual,2026-03-19,1
1100,casual,2025-07-18,1
1101,casual,2026-04-18,0
1102,casual,2026-03-01,0
1103,casual,2024-11-19,0
1104,dedicated,2025-11-12,1
1105,casual,2025-02-03,0
1106,casual,2025-09-21,1
1107,other,2025-07-08,0
1108,casual,2026-05-13,1
1109,dedicated,2026-06-26,0
1110,dedicated,2025-09-02,1
1111,casual,2025-10-28,0
1112,other,2026-01-01,0
1113,other,2026-01-22,0
1114,dedicated,2026-01-07,1
1115,casual,2026-04-25,0
1116,other,2026-09-17,0
1117,casual,2026-05-28,0
1118,other,2025-01-07,0
1119,other,2025-09-13,0
1120,casual,2025-09-02,0
1121,other,2025-10-07,0
1122,casual,2025-10-21,0
1123,casual,2026-03-09,1
1124,other,2025-08-04,0
1125,casual,2025-04-11,1
1126,other,2025-08-31,0
1127,other,2026-06-16,0
1128,casual,2025-05-16,1
1129,other,2024-10-16,0
1130,casual,2026-09-13,0
1131,casual,2025-02-20,1
1132,casual,2025-12-15,1
1133,casual,2026-05-08,0
1134,casual,2025-04-19,0
1135,other,2025-06-06,0
1136,dedicated,2025-04-23,1
1137,casual,2025-01-18,1
1138,casual,2025-01-20,1
1139,casual,2025-02-14,1
1140,casual,2025-08-31,0
1141,casual,2025-10-23,0
1142,dedicated,2024-10-12,1
1143,casual,2026-06-10,0
1144,dedicated,2026-02-06,1
1145,casual,2024-11-21,1
1146,other,2026-06-08,0
1147,casual,2024-10-23,1
1148,dedicated,2025-11-14,0
1149,other,2025-09-05,0
1150,dedicated,2025-10-02,1
1151,casual,2026-08-30,1
1152,dedicated,2026-08-08,0
1153,casual,2025-04-22,0
1154,dedicated,2025-11-28,1
1155,casual,2026-09-01,1
1156,casual,2026-03-17,0
1157,casual,2026-07-11,0
1158,casual,2025-08-14,1
1159,casual,2025-04-25,0
1160,other,2025-10-08,1
1161,dedicated,2026-05-20,1
1162,casual,2026-08-10,0
1163,dedicated,2026-02-13,1
1164,casual,2026-02-28,0
1165,dedicated,2025-10-09,1
1166,casual,2025-05-22,1
1167,casual,2025-08-05,1
1168,other,2025-09-29,1
1169,casual,2026-05-19,0
1170,dedicated,2025-11-10,1
1171,dedicated,2026-05-02,1
1172,casual,2024-10-20,1
1173,casual,2026-04-06,0
1174,other,2025-10-06,1
1175,casual,2026-09-29,1
1176,casual,2025-09-10,0
1177,other,2025-09-15,0
1178,dedicated,2025-01-02,0
1179,other,2026-05-13,0
1180,casual,2026-02-25,0
1181,casual,2026-06-22,1
1182,dedicated,2024-12-07,1
1183,casual,2025-03-04,1
1184,casual,2026-07-03,0
1185,other,2024-10-31,0
1186,other,2025-10-06,0
1187,dedicated,2025-07-23,1
1188,other,2026-08-17,0
1189,other,2026-06-18,0
1190,casual,2026-07-17,0
1191,dedicated,2025-04-30,1
1192,casual,2025-12-03,1
1193,casual,2026-02-24,1
1194,dedicated,2026-09-07,0
1195,other,2024-10-06,0
1196,casual,2026-09-14,1
1197,other,2025-06-17,0
1198,other,2025-01-02,0
1199,dedicated,2025-12-24,0
1200,dedicated,2026-04-24,1
1201,other,2025-01-03,1
1202,casual,2024-10-30,0
1203,casual,2026-07-17,0
1204,casual,2026-08-13,1
1205,casual,2025-01-23,1
1206,casual,2026-07-22,1
1207,casual,2026-07-27,1
1208,casual,2026-09-29,1
1209,casual,2025-03-07,1
1210,dedicated,2025-11-27,1
1211,dedicated,2026-09-26,0
1212,casual,2026-07-21,0
1213,casual,2025-12-16,1
1214,other,2025-02-21,0
1215,other,2024-12-01,0
1216,other,2025-04-08,0
1217,dedicated,2024-11-17,1
1218,other,2025-02-20,0
1219,casual,2024-11-24,1
1220,other,2026-04-10,0
1221,casual,2025-12-05,0
1222,casual,2025-10-14,1
1223,other,2026-05-14,0
1224,casual,2025-07-27,0
1225,casual,2025-07-22,0
1226,casual,2025-03-01,1
1227,other,2025-08-21,0
1228,casual,2025-02-05,0
1229,casual,2025-12-05,1
1230,casual,2026-09-29,0
1231,other,2025-10-25,0
1232,other,2025-05-07,0
1233,casual,2026-02-15,1
1234,dedicated,2026-05-22,0
1235,casual,2025-09-10,0
1236,casual,2025-04-01,1
1237,other,2026-03-06,1
1238,casual,2025-02-14,1
1239,dedicated,2026-09-29,1
1240,casual,2025-05-21,0
1241,other,2025-06-13,0
1242,casual,2026-03-15,1
1243,casual,2024-10-09,0
1244,casual,2025-02-26,1
1245,casual,2024-12-31,0
1246,other,2025-07-13,0
1247,casual,2025-11-09,0
1248,casual,2025-02-09,0
1249,other,2025-06-09,0
1250,casual,2026-04-17,1
1251,other,2026-08-18,1
1252,casual,2024-10-11,1
1253,dedicated,2026-01-02,1
1254,casual,2024-10-19,1
1255,other,2025-10-15,1
1256,casual,2026-07-05,0
1257,casual,2026-05-06,0
1258,dedicated,2025-03-19,0
1259,other,2025-04-07,0
1260,other,2026-04-25,1
1261,other,2026-05-22,1
1262,casual,2025-04-24,0
1263,casual,2024-10-03,0
1264,casual,2025-08-21,1
1265,dedicated,2025-12-27,1
1266,casual,2025-08-20,0
1267,dedicated,2026-08-14,1
1268,other,2026-05-17,0
1269,casual,2026-04-29,1
1270,casual,2024-10-15,0
1271,dedicated,2026-06-16,0
1272,dedicated,2026-04-05,1
1273,other,2025-07-17,0
1274,other,2025-12-05,0
1275,other,2026-05-25,1
1276,casual,2026-07-24,0
1277,casual,2025-11-07,0
1278,other,2024-10-31,0
1279,dedicated,2025-12-26,1
1280,other,2026-02-09,0
1281,casual,2024-11-13,0
1282,other,2026-05-20,1
1283,other,2025-02-25,1
1284,other,2026-07-13,1
1285,other,2025-11-07,0
1286,casual,2025-05-24,0
1287,dedicated,2024-11-12,1
1288,casual,2024-10-14,0
1289,casual,2026-03-26,1
1290,casual,2025-07-03,0
1291,casual,2026-06-06,1
1292,casual,2025-03-18,0
1293,other,2026-08-03,0
1294,casual,2026-08-19,1
1295,casual,2024-12-14,1
1296,other,2026-01-16,0
1297,casual,2026-08-17,0
1298,casual,2025-05-24,0
1299,other,2024-11-19,0
1300,casual,2026-07-02,0
1301,casual,2025-09-12,1
1302,dedicated,2024-10-20,0
1303,other,2026-06-06,0
1304,casual,2026-02-08,1
1305,casual,2024-11-21,1
1306,casual,2025-04-07,1
1307,other,2024-10-14,0
1308,casual,2026-08-29,0
1309,casual,2024-10-19,0
1310,dedicated,2026-05-04,1
1311,dedicated,2025-10-09,0
1312,casual,2025-11-30,0
1313,casual,2026-05-16,1
1314,casual,2026-07-16,0
1315,dedicated,2025-01-02,1
1316,casual,2024-10-14,1
1317,dedicated,2024-12-30,1
1318,casual,2026-02-11,0
1319,other,2025-11-20,1
1320,casual,2024-12-01,1
1321,other,2025-03-21,0
1322,dedicated,2025-10-28,1
1323,casual,2026-03-18,0
1324,casual,2025-06-08,0
1325,other,2026-08-25,0
1326,casual,2026-09-25,0
1327,casual,2026-04-13,0
1328,dedicated,2025-08-28,1
1329,other,2026-07-03,1
1330,other,2026-03-16,0
1331,casual,2025-10-15,0
1332,other,2025-08-20,0
1333,other,2026-05-31,0
1334,casual,2025-11-11,0
1335,dedicated,2025-02-11,1
1336,casual,2026-09-30,1
1337,dedicated,2024-11-19,1
1338,other,2026-02-20,0
1339,casual,2026-01-22,0
1340,casual,2025-12-02,1
1341,casual,2024-11-07,1
1342,dedicated,2025-09-25,1
1343,dedicated,2026-07-14,0
1344,casual,2025-03-24,0
1345,casual,2026-02-17,1
1346,casual,2026-06-19,1
1347,casual,2026-08-27,1
1348,casual,2025-10-12,1
1349,casual,2025-05-18,1
1350,other,2026-02-23,1
1351,other,2025-09-20,0
1352,casual,2026-01-01,0
1353,casual,2026-03-26,0
1354,casual,2026-03-03,0
1355,dedicated,2025-03-27,1
1356,casual,2026-04-05,1
1357,other,2025-10-31,0
1358,casual,2026-08-11,1
1359,casual,2026-01-25,0
1360,casual,2026-07-14,0
1361,other,2026-09-15,0
1362,casual,2026-09-26,1
1363,casual,2026-03-28,0
1364,casual,2025-12-11,1
1365,dedicated,2024-12-26,1
1366,other,2025-07-09,1
1367,other,2025-09-12,0
1368,casual,2026-04-23,0
1369,dedicated,2025-12-04,1
1370,casual,2025-08-17,1
1371,casual,2025-01-16,0
1372,dedicated,2026-03-07,0
1373,other,2025-08-12,0
1374,dedicated,2024-10-27,1
1375,dedicated,2025-04-26,0
1376,casual,2026-07-05,0
1377,casual,2024-12-26,0
1378,dedicated,2025-07-24,1
1379,other,2025-10-09,1
1380,casual,2024-12-01,1
1381,casual,2025-01-29,1
1382,other,2026-08-18,0
1383,other,2025-12-06,1
1384,dedicated,2025-03-03,1
1385,casual,2025-02-01,0
1386,casual,2025-08-07,0
1387,dedicated,2026-03-13,1
1388,casual,2026-03-18,0
1389,dedicated,2025-02-20,1
1390,dedicated,2026-03-14,1
1391,casual,2026-07-17,1
1392,casual,2025-03-15,0
1393,casual,2024-10-20,0
1394,casual,2026-08-31,1
1395,dedicated,2025-10-17,1
1396,dedicated,2026-04-20,1
1397,casual,2025-05-22,1
1398,casual,2025-05-07,0
1399,dedicated,2025-03-14,1
1400,casual,2025-03-08,0
1401,dedicated,2025-09-10,1
1402,other,2024-12-17,0
1403,casual,2026-06-07,1
1404,casual,2025-10-09,0
1405,casual,2026-07-31,0
1406,casual,2025-10-02,1
1407,dedicated,2025-05-10,1
1408,other,2025-10-11,0
1409,casual,2025-01-21,0
1410,casual,2026-05-25,0
1411,other,2026-03-10,0
1412,dedicated,2025-01-16,0
1413,dedicated,2025-11-29,1
1414,other,2025-10-28,0
1415,other,2025-02-24,0
1416,casual,2024-12-29,0
1417,other,2026-04-09,0
1418,other,2025-04-11,0
1419,other,2025-10-14,0
1420,casual,2025-03-30,0
1421,dedicated,2026-01-20,0
1422,other,2024-11-05,0
1423,casual,2025-06-20,0
1424,dedicated,2025-11-04,1
1425,other,2025-08-17,0
1426,other,2025-12-22,0
1427,dedicated,2025-02-09,0
1428,casual,2025-08-19,0
1429,other,2026-04-06,0
1430,casual,2025-06-01,1
1431,other,2025-01-23,0
1432,dedicated,2026-06-11,0
1433,casual,2026-04-22,1
1434,other,2026-02-09,0
1435,dedicated,2026-05-06,1
1436,casual,2026-04-22,0
1437,casual,2026-03-30,1
1438,casual,2025-10-07,0
1439,casual,2024-10-15,1
1440,dedicated,2025-12-10,1
1441,dedicated,2025-04-18,1
1442,dedicated,2026-04-18,1
1443,other,2025-09-07,0
1444,other,2026-07-23,0
1445,dedicated,2025-12-09,1
1446,casual,2025-11-06,0
1447,casual,2026-08-03,0
1448,other,2025-09-12,0
1449,casual,2025-07-02,0
1450,dedicated,2025-06-29,1
1451,casual,2026-07-01,1
1452,other,2026-04-06,1
1453,casual,2025-01-28,0
1454,other,2025-09-25,0
1455,dedicated,2025-06-29,1
1456,casual,2026-01-16,1
1457,other,2024-11-08,1
1458,casual,2026-03-06,0
1459,other,2026-03-27,0
1460,casual,2025-03-15,0
1461,casual,2025-01-18,0
1462,other,2026-01-02,0
1463,other,2025-04-06,1
1464,casual,2026-08-19,1
1465,casual,2026-04-19,1
1466,casual,2026-08-29,0
1467,dedicated,2025-10-26,0
1468,other,2026-08-17,1
1469,casual,2024-10-11,0
1470,casual,2025-04-30,1
1471,other,2024-10-02,1
1472,casual,2026-02-07,0
1473,casual,2025-10-08,0
1474,casual,2025-04-28,0
1475,dedicated,2025-05-11,1
1476,casual,2026-01-13,0
1477,casual,2025-02-09,1
1478,casual,2025-10-11,0
1479,other,2025-12-22,0
1480,casual,2025-03-25,0
1481,other,2025-03-16,1
1482,other,2025-06-16,0
1483,casual,2025-12-07,0
1484,casual,2025-04-04,1
1485,dedicated,2025-07-04,1
1486,dedicated,2025-11-01,1
1487,casual,2025-02-14,0
1488,casual,2025-11-20,1
1489,other,2025-01-09,0
1490,other,2025-01-13,0
1491,casual,2025-03-22,0
1492,casual,2025-04-28,0
1493,casual,2024-10-22,1
1494,casual,2026-09-02,0
1495,other,2025-05-13,0
1496,casual,2026-05-11,0
1497,dedicated,2026-07-21,0
1498,other,2026-05-08,0
1499,casual,2026-05-30,0
1500,casual,2024-12-13,0
1501,casual,2025-06-29,1
1502,casual,2026-03-29,0
1503,casual,2025-11-25,0
1504,dedicated,2024-10-05,1
1505,casual,2025-11-19,1
1506,other,2026-05-11,0
1507,casual,2026-05-28,1
1508,casual,2025-07-08,1
1509,casual,2025-03-22,1
1510,casual,2025-05-14,1
1511,other,2025-05-05,1
1512,other,2025-06-11,0
1513,casual,2025-05-09,1
1514,casual,2025-08-30,0
1515,other,2024-10-30,1
1516,other,2025-04-19,0
1517,other,2025-05-18,1
1518,casual,2025-01-20,0
1519,other,2026-07-03,0
1520,other,2026-02-06,0
1521,dedicated,2026-07-28,1
1522,dedicated,2025-11-14,1
1523,casual,2024-12-20,1
1524,casual,2026-07-23,0
1525,other,2025-08-31,0
1526,other,2026-02-12,0
1527,other,2025-07-06,0
1528,casual,2025-09-26,0
1529,dedicated,2025-09-23,1
1530,other,2025-04-26,1
1531,casual,2025-11-09,1
1532,dedicated,2026-03-20,1
1533,other,2024-10-15,0
1534,casual,2025-01-04,0
1535,other,2026-06-07,0
1536,casual,2025-11-20,1
1537,casual,2026-09-11,1
1538,other,2025-12-16,0
1539,casual,2026-01-20,1
1540,other,2026-07-19,0
1541,casual,2026-01-26,0
1542,other,2025-05-29,0
1543,dedicated,2025-10-21,1
1544,other,2025-03-21,0
1545,other,2025-06-02,0
1546,other,2026-02-09,1
1547,other,2025-01-17,0
1548,other,2026-02-03,0
1549,dedicated,2025-12-01,1
1550,casual,2025-05-14,1
1551,casual,2024-11-02,0
1552,casual,2026-02-27,1
1553,casual,2026-05-25,0
1554,dedicated,2026-03-17,1
1555,other,2025-08-04,1
1556,dedicated,2026-01-21,1
1557,casual,2025-07-30,0
1558,dedicated,2025-06-19,1
1559,dedicated,2025-05-27,0
1560,casual,2025-03-03,0
1561,other,2026-09-08,0
1562,casual,2026-01-30,0
1563,dedicated,2025-02-05,1
1564,dedicated,2026-06-24,1
1565,other,2025-01-19,0
1566,dedicated,2025-12-08,0
1567,casual,2025-01-29,0
1568,casual,2025-06-21,1
1569,other,2026-01-24,0
1570,casual,2026-09-30,0
1571,dedicated,2026-09-25,1
1572,other,2026-07-16,0
1573,casual,2025-03-21,1
1574,other,2024-12-08,1
1575,dedicated,2026-07-24,1
1576,other,2026-08-05,0
1577,other,2025-04-22,0
1578,other,2024-10-14,0
1579,other,2026-01-16,0
1580,dedicated,2024-11-25,1
1581,casual,2024-10-30,0
1582,casual,2026-08-16,1
1583,casual,2025-09-27,0
1584,casual,2024-12-21,1
1585,other,2026-01-21,0
1586,casual,2025-06-27,0
1587,casual,2025-10-27,1
1588,other,2026-07-19,1
1589,casual,2025-03-23,1
1590,other,2026-01-15,0
1591,casual,2026-05-28,0
1592,other,2025-08-06,0
1593,casual,2026-09-09,1
1594,casual,2025-08-24,0
1595,casual,2025-09-01,1
1596,other,2026-07-08,0
1597,dedicated,2026-01-08,0
1598,casual,2026-06-27,1
1599,other,2026-05-01,0
1600,dedicated,2026-03-05,1
1601,other,2025-03-26,0
1602,other,2025-07-19,0
1603,other,2026-06-24,0
1604,casual,2025-12-24,0
1605,other,2025-04-23,0
1606,other,2025-05-27,1
1607,dedicated,2026-04-20,1
1608,casual,2025-02-08,0
1609,casual,2024-12-21,1
1610,dedicated,2026-04-12,1
1611,casual,2025-04-29,0
1612,casual,2026-04-12,0
1613,dedicated,2025-10-25,1
1614,casual,2026-09-29,0
1615,casual,2025-10-19,1
1616,other,2026-06-26,0
1617,other,2026-06-13,1
1618,casual,2025-03-04,0
1619,casual,2026-09-28,1
1620,other,2026-03-29,0
1621,casual,2024-12-18,1
1622,other,2024-10-05,0
1623,dedicated,2025-04-17,0
1624,other,2024-10-12,0
1625,other,2025-06-19,0
1626,other,2026-09-28,1
1627,other,2025-09-15,1
1628,dedicated,2024-10-18,1
1629,other,2025-09-26,0
1630,dedicated,2025-03-09,1
1631,casual,2026-06-18,0
1632,dedicated,2024-12-06,1
1633,casual,2026-04-16,0
1634,casual,2025-08-22,0
1635,casual,2024-10-14,0
1636,casual,2026-02-04,0
1637,casual,2025-08-29,0
1638,casual,2026-04-17,0
1639,casual,2025-12-26,1
1640,casual,2026-04-28,1
1641,casual,2025-09-02,0
1642,casual,2024-10-06,1
1643,casual,2025-01-04,0
1644,casual,2025-08-31,1
1645,casual,2025-07-18,0
1646,casual,2026-05-03,1
1647,other,2025-07-28,0
1648,casual,2026-06-20,0
1649,other,2025-02-15,1
1650,other,2025-07-08,0
1651,dedicated,2026-04-06,1
1652,dedicated,2024-12-30,1
1653,dedicated,2025-05-23,1
1654,other,2026-04-02,0
1655,casual,2025-12-04,0
1656,casual,2026-04-21,1
1657,dedicated,2025-10-12,0
1658,casual,2026-06-20,1
1659,casual,2026-07-03,1
1660,other,2026-09-12,0
1661,casual,2024-12-29,1
1662,dedicated,2025-12-06,1
1663,casual,2024-12-23,0
1664,other,2025-03-17,0
1665,dedicated,2025-05-08,1
1666,casual,2026-01-15,0
1667,other,2025-08-11,0
1668,dedicated,2026-06-24,0
1669,casual,2025-05-06,0
1670,other,2025-12-25,0
1671,casual,2026-04-11,1
1672,casual,2026-09-16,0
1673,casual,2025-03-29,1
1674,other,2026-03-20,1
1675,dedicated,2024-12-01,0
1676,dedicated,2025-11-01,1
1677,dedicated,2025-07-30,1
1678,casual,2026-08-31,1
1679,casual,2026-04-18,1
1680,other,2026-08-08,0
1681,other,2026-06-13,0
1682,other,2025-07-27,0
1683,other,2026-03-20,1
1684,casual,2024-10-23,1
1685,casual,2025-11-12,0
1686,casual,2024-11-04,0
1687,casual,2026-03-13,1
1688,other,2026-09-06,1
1689,casual,2026-02-10,1
1690,other,2026-06-06,1
1691,other,2025-03-21,0
1692,other,2026-09-26,1
1693,casual,2025-11-07,0
1694,casual,2026-02-05,0
1695,dedicated,2026-04-16,0
1696,casual,2026-01-10,0
1697,dedicated,2025-05-20,1
1698,casual,2025-12-21,1
1699,dedicated,2026-01-21,1
1700,other,2026-06-18,0
1701,other,2025-09-17,1
1702,casual,2025-10-02,1
1703,casual,2025-10-03,1
1704,other,2024-12-23,1
1705,dedicated,2024-12-05,1
1706,other,2024-10-15,0
1707,other,2026-01-30,0
1708,casual,2025-08-02,0
1709,casual,2026-06-24,1
1710,dedicated,2026-02-25,1
1711,other,2025-01-12,0
1712,casual,2024-12-13,0
1713,other,2025-06-25,0
1714,dedicated,2026-08-04,1
1715,dedicated,2024-11-05,0
1716,dedicated,2025-02-14,1
1717,other,2024-10-22,0
1718,other,2025-07-29,0
1719,casual,2026-09-23,0
1720,other,2026-02-12,0
1721,dedicated,2025-09-26,0
1722,dedicated,2025-01-14,1
1723,casual,2025-06-17,0
1724,other,2025-10-18,0
1725,casual,2025-04-19,0
1726,dedicated,2026-02-27,1
1727,other,2026-09-16,0
1728,casual,2025-02-28,1
1729,casual,2025-04-03,1
1730,other,2025-01-01,0
1731,dedicated,2026-03-14,0
1732,casual,2025-09-03,0
1733,casual,2025-04-26,0
1734,casual,2025-03-10,1
1735,dedicated,2024-11-21,0
1736,casual,2025-09-13,1
1737,other,2026-02-11,0
1738,dedicated,2025-03-21,1
1739,dedicated,2024-10-02,0
1740,other,2025-09-11,0
1741,casual,2026-02-06,0
1742,casual,2025-06-09,1
1743,casual,2025-04-01,1
1744,other,2025-01-21,0
1745,other,2026-03-29,1
1746,casual,2026-06-21,0
1747,other,2026-04-15,0
1748,casual,2025-10-14,0
1749,casual,2026-03-13,1
1750,casual,2025-07-17,1
1751,casual,2024-10-18,0
1752,casual,2025-06-26,1
1753,dedicated,2026-02-26,1
1754,dedicated,2026-01-16,1
1755,casual,2026-09-23,1
1756,dedicated,2026-09-29,1
1757,casual,2025-03-27,1
1758,other,2024-10-07,0
1759,dedicated,2025-04-19,1
1760,other,2026-07-02,0
1761,other,2026-05-17,0
1762,dedicated,2024-12-12,1
1763,casual,2025-01-26,0
1764,casual,2025-11-16,1
1765,casual,2026-01-26,1
1766,dedicated,2026-09-18,0
1767,other,2026-04-05,0
1768,dedicated,2025-03-04,1
1769,other,2024-10-28,0
1770,casual,2026-01-06,1
1771,casual,2025-11-09,0
1772,dedicated,2026-08-04,1
1773,casual,2025-11-25,1
1774,casual,2025-10-01,1
1775,casual,2025-05-10,1
1776,other,2024-12-02,0
1777,dedicated,2026-07-02,1
1778,dedicated,2026-05-27,1
1779,casual,2025-01-27,0
1780,other,2026-02-26,0
1781,casual,2025-06-23,1
1782,dedicated,2025-08-16,0
1783,dedicated,2026-06-12,1
1784,dedicated,2026-06-07,0
1785,casual,2025-02-17,1
1786,casual,2025-05-13,1
1787,other,2026-05-23,0
1788,casual,2026-08-01,1
1789,dedicated,2024-11-27,1
1790,other,2026-06-01,1
1791,other,2025-09-23,0
1792,casual,2025-12-05,0
1793,casual,2024-11-24,0
1794,casual,2026-02-09,0
1795,casual,2026-02-07,0
1796,casual,2026-01-27,1
1797,other,2026-05-01,0
1798,casual,2026-08-22,0
1799,dedicated,2026-06-13,0
1800,casual,2026-03-28,0
1801,casual,2026-09-17,0
1802,dedicated,2026-02-05,1
1803,casual,2026-02-03,0
1804,other,2025-10-31,0
1805,casual,2026-04-15,0
1806,casual,2024-11-22,0
1807,other,2025-10-05,0
1808,dedicated,2025-08-07,0
1809,other,2026-07-29,1
1810,other,2024-11-22,0
1811,casual,2026-01-13,1
1812,casual,2025-02-12,1
1813,dedicated,2026-07-07,1
1814,casual,2026-06-14,0
1815,casual,2025-03-21,1
1816,other,2026-06-29,0
1817,dedicated,2025-09-28,1
1818,casual,2026-09-09,0
1819,other,2026-03-17,0
1820,casual,2024-10-26,1
1821,dedicated,2025-02-25,0
1822,casual,2025-07-22,0
1823,casual,2025-03-04,0
1824,casual,2025-01-05,0
1825,casual,2026-09-14,0
1826,other,2026-06-27,0
1827,casual,2025-08-14,0
1828,casual,2025-03-06,0
1829,casual,2025-02-10,0
1830,other,2026-07-31,0
1831,casual,2025-05-30,1
1832,other,2024-10-10,1
1833,other,2025-07-18,0
1834,casual,2025-08-28,0
1835,casual,2025-12-29,1
1836,casual,2025-06-05,0
1837,casual,2026-08-05,1
1838,dedicated,2026-01-13,1
1839,other,2026-09-21,0
1840,dedicated,2025-06-25,1
1841,other,2026-01-19,1
1842,casual,2025-06-24,0
1843,other,2026-02-23,0
1844,other,2026-03-29,0
1845,casual,2025-05-23,0
1846,other,2026-08-16,0
1847,other,2026-06-18,0
1848,casual,2026-07-15,1
1849,casual,2025-03-08,0
1850,casual,2026-03-09,1
1851,other,2024-12-17,1
1852,other,2024-12-17,0
1853,casual,2026-09-11,1
1854,dedicated,2025-01-20,1
1855,casual,2026-06-23,1
1856,casual,2025-08-11,0
1857,dedicated,2025-05-10,1
1858,other,2024-11-23,0
1859,casual,2026-02-05,0
1860,casual,2026-03-11,0
1861,dedicated,2025-09-06,0
1862,other,2026-05-15,1
1863,other,2025-05-24,0
1864,casual,2025-11-07,0
1865,casual,2025-04-28,0
1866,other,2025-11-30,0
1867,dedicated,2025-01-08,1
1868,casual,2025-09-13,0
1869,casual,2025-11-06,0
1870,other,2025-11-11,0
1871,casual,2025-08-23,0
1872,casual,2026-01-13,0
1873,casual,2025-10-09,0
1874,dedicated,2025-04-25,1
1875,casual,2025-03-07,0
1876,casual,2026-01-16,0
1877,dedicated,2026-08-17,1
1878,other,2026-04-03,1
1879,other,2026-01-10,0
1880,other,2026-08-04,0
1881,casual,2026-07-19,0
1882,dedicated,2025-10-05,1
1883,other,2024-12-19,1
1884,other,2026-01-07,0
1885,casual,2025-12-29,1
1886,casual,2025-04-21,0
1887,dedicated,2026-06-13,1
1888,other,2026-06-28,0
1889,other,2025-05-30,1
1890,dedicated,2025-09-14,1
1891,other,2025-02-20,0
1892,casual,2025-02-08,0
1893,casual,2025-04-12,1
1894,casual,2025-06-25,1
1895,other,2025-04-18,0
1896,dedicated,2025-01-19,0
1897,casual,2025-08-23,1
1898,casual,2025-12-30,0
1899,dedicated,2025-05-26,1
1900,other,2025-10-25,0
1901,casual,2025-04-17,1
1902,other,2026-02-26,0
1903,dedicated,2026-01-17,0
1904,casual,2026-09-01,1
1905,casual,2024-11-08,0
1906,dedicated,2026-06-15,1
1907,other,2025-06-06,0
1908,other,2024-11-18,1
1909,casual,2026-02-16,1
1910,casual,2025-02-03,0
1911,casual,2025-02-06,1
1912,casual,2026-09-16,0
1913,casual,2025-03-11,1
1914,other,2025-11-04,0
1915,dedicated,2025-02-24,1
1916,casual,2024-12-30,0
1917,other,2024-10-01,1
1918,casual,2024-10-12,1
